website,brand,title,content
harper's bazar,chanel,"Ladies and Gentlemen, H.E.R.'s First Chanel Show","Singer-songwriter H.E.R has accomplished a lifetime of major firsts at just 25 years old. Predicting she'll EGOT one day hardly feels like a stretch—she's already won five Grammys and an Oscar for Best Original Song in 2021. She's also checking off a fashion bucket list outside the recording studio, starting with attending her first Chanel show yesterday at Paris Fashion Week.  On the phone after taking in Chanel's camellia-embellished fall 2023 collection, H.E.R. told me that a Chanel invite represented a different kind of career milestone than her bevy of gold statues. She and her stylist, Wouri Vice, had spent the early days of her career ""just trying to figure it out"" and cutting up sweatsuits. ""There weren't that many brands in the beginning who looked out or supported,"" she reflects, ""and we didn't have that many options, the budgets were different.""   Attending Chanel all these years later, ""it's really just a testament to my journey and what we've accomplished and just what we've been proud to represent—it's just really, really special and it's crazy how life works,"" she says.  Chanel's latest collection was its own reflection on a first and a house code. Creative director Virginie  Viard designed an ode to the camellia, a flower that first embellished a Chanel dress in 1923 and has reliably bloomed in collections ever since. Models circled gigantic 3-D flowers that levitated over an otherwise minimal runway. Camellias reappeared across the looks clipped into models' hair, printed on dresses, and in their full form as a novelty bag with a chain handle. H.E.R. absorbed every second. ""I'm not gonna lie—I was really pleasantly surprised,"" she says. ""I think of a certain thing when I think of Chanel, but I feel a lot of the pieces were a twist on the classics."" Favorite moments from the collection spoke to her on a piece-by-piece level, including a pink boot with a black cap toe and a wide-leg jumpsuit.  The outfit H.E.R. chose to take it all in felt like its own twist on the materials and motifs that make Chanel, Chanel. She wore a slouchy coordinating cashmere and mohair sweater and wide-leg pants from Chanel's 2022/2023 Métiers d'Art collection, with a red flap bag, red platform heels, a Coco Crush ring, and Chanel fine jewelry.   ""It's very much ‘70s rock star, which I reference a lot,"" H.E.R. explained. ""I look at Hendrix or Janis Joplin or Sly Stone and that's usually my inspo. Immediately, this look kind of screamed that."" Adding sunglasses, strands of chunky necklaces, and wavy curls for show day, the whole outfit just ""clicked.""   ""Easy,"" ""cozy,"" and ""chill"" are words I notice H.E.R. using to describe her outfit and the atmosphere at the show itself. Forget any preconceived notions about a buttoned-up Paris runway. Ephemeral energy is hard to translate into words, but this is how H.E.R. captured the mood: ""It was very balanced, very elegant, very classy. Everybody is like, just honored to be there. You know? That's at least how I felt.  Nobody's like, trying anything. They're just happy to be there and just want to appreciate the clothes and appreciate the show.""  ""Everyone"" includes Zoe Saldana (""She kind of came up to me, which was really nice. We had been on a plane together one time so we were laughing about that"") and FKA Twigs (""Who I love, and we got to chop it up a little bit""). And, most notably to H.E.R., the models.   ""I really want to commend Chanel for the representation of all of these models that come from different backgrounds, different sizes, different skin tones, all different hair styles— it was such a diverse group,"" she says. ""I thought that was really, really exciting to see and also added to the vibe of the room.""  ""Nothing felt intimidating,"" H.E.R. summarizes. ""Even though it is Chanel, it was very warm for me, and that's what I really loved about it."" All the makings of another memorable first.  "
harper's bazar,chanel,Penélope Cruz's Playful Take on the Classic Tweed Dress Includes Feathers,"If you think dressing up in tweed is boring, allow Penélope Cruz to prove you wrong.  The Academy Award-winning actress made a dazzling appearance to sit front row at Chanel's fall/winter 2023–24 runway show during Paris Fashion Week. As an ambassador of the iconic French luxury house, Cruz wore its signature tweed—with a playful twist.  Her tweed blazer dress embraced a feminine silhouette, with its deep V-neckline and flared miniskirt. Wispy white feathers tinged at the ends with hot pink or canary yellow adorned the bottom half of the dress, adding a colorful dimension to the navy blue piece. Other details included silver bejeweled buttons and a ruched black belt with a silver crystal buckle.  Cruz let the statement dress shine by keeping the rest of her ensemble to a classic black color palette, carrying a quilted Chanel purse with a gold chain strap and wearing glossy pumps.  The actress is known for making fashion statements while clad in Chanel.   For instance, she attended last year's Tribeca Film Festival wearing a glistening one-shoulder evening gown from the brand. Sparkling black sequins covered the dress, and she further accessorized with the house's iconic quilted clutch, peep-toe heels, and a gold-and-diamond choker interwoven with black leather featuring Chanel's double-C logo.   On another occasion during the cinema festival, Cruz wore a hot pink Chanel look, consisting of a floor-length slipdress emblazoned with a square geometric pattern and a hot pink quilted box bag to match. "
harper's bazar,dior,Dior's Reformulated Capture Totale Le Sérum Just Got Even Better,"When I got word that Dior was planning on reformulating the iconic Capture Totale serum, I was skeptical. Tinkering with beloved formulas is tricky business. Can a serum that's already deemed great truly get even better? The answer is a resounding yes. The new Capture Totale Le Sérum, $100, should earn a top spot on your 2023 vanity for its reputation of firming, smoothing, and plumping.  ""Firmness is the new wrinkle,"" Virginie Couturaud, Parfums Christian Dior scientific communication director, tells BAZAAR.com. ""With this serum, we act on the epidermis level, because we can protect the skin. If you maintain the quality of your epidermis, then you decrease the signs of aging on your dermis.""  Though the improved Le Sérum launched a few days ago, it's been a staple in my routine for the last two months. I got my hands on the updated formula back in November during a visit to the LVMH lab in Orléans, France, where I received a crash course in the science and technology that make this new serum worth it.   There's major science packed into this bottle that we'll get into in a second. The Dior Capture Totale Le Sérum addresses skin's firmness first, as well as other signs of aging like loss of radiance, elasticity, and uneven texture. Though wrinkles and loss of elasticity aren't major concerns for me, I do notice my skin appearing brighter and more radiant after using the serum, and these changes have only continued to improve with each application. Another aspect of the reformulation that I love is the improved product texture. This version absorbs so much more readily and doesn't leave skin feeling tacky.  Three key ingredients have been combined in Le Sérum: Longoza and Iris extracts, and a newly developed active ingredient called hyaluronic poly-filler. The latter was inspired by injectable fillers and lends an immediate resurfacing and plumping effect. The fermented Longoza extract is cultivated from the Dior Garden in Madagascar and works to firm skin, while Tuscan Iris extracts from Dior's Garden in Tuscany, Italy, help maintain skin's radiance by forming a surface shield against damaging UVA rays.   Everyone's skin has stem cells that play a role in the aging process, regardless of the type or tone. This is where the Longoza, nicknamed the phoenix flower, really shines. Here's the nerdy part: The fermented extract directly targets skin's mother cells to reverse the effects of aging by converting beta-cells (the aging ones) back into alpha-cells (the young ones) by re-anchoring them to the dermo-epidermal junction (the mechanism that supports the epidermis, or the outer layer of skin). This conversion gives the stem cells the capability to renew. The ability for your epidermis to remain firm and plump depends on the capacity of these mother cells to remain anchored. All this from just one pump of a bottle.  Dior took testing of this serum one step further to ensure it was truly beneficial for all skin tones. Since its development in the late 1970s, the Fitzpatrick scale has been the go-to system of classification for skin in dermatology and the beauty industry. But a system composed of only six shades of skin (lightest being one and darkest being six) doesn't accurately illustrate the many colors present in the world.   So when it came time to test the new Capture Totale, LVMH funded an initiative that brought together their R&D scientists and specialized testing centers to create its new T.O.T.A.L. skin-testing platform. With the 110 colors of the PANTONE SkinTone guide (versus the six color grades of the Fitzpatrick classification), Dior is the first LVMH brand to use this new platform to measure the effectiveness of its reformulated Capture Totale Le Sérum. This pioneering system of classification is the most comprehensive skin-testing platform to date.   The Dior Capture Totale Le Sérum is available now online at dior.com. "
harper's bazar,dior,Dior Collaborates with Artist Mickalene Thomas,"At Dior, couture craftsmanship goes beyond the clothes. Over the past few years, Dior artistic director Maria Grazia Chiuri has transformed her biannual couture shows into a platform for creative conversations with artists, featuring stunning handmade sets that are also art installations, consistently created in celebration of feminist artists and craftsmanship. Her list of collaborators includes some of the biggest names in contemporary art including Judy Chicago, Eva Jospin, Madhvi and Manu Parekh, Penny Slinger, and, this season, Mickalene Thomas, the American visual artist best known for her rhinestone-embellished figurative paintings and collages that celebrate Black and queer subjects ensconced in imagery drawn from the popular art canon.  Several of the projects, including Thomas's, comprise enormous tapestries and have been realized with the help of the dab hands at Mumbai's Chanakya ateliers and Chanakya School of Craft.  Pioneering African American singer and dancer Josephine Baker served as Chiuri's muse this season, informing the collection's stage-worthy silk and velvet dresses decorated with fringing, delicate embroidery, and tiny silver studs and sequins. But she handed the scenography over to Thomas, who created 13 photo collages of a new pantheon of women who inspire her, which lined the walls around the runway.  ""The inspiration for the creative process developed through conversation about the importance of Black female role models that broke racial barriers by going against the grain and creating a new platform for many others,"" Thomas says.   Thomas used archival images to create the colleges of Baker and 12 other pathbreaking performing artists, models, and activists from the course of the 20th century: singers Eartha Kitt and Nina Simone; supermodels Donyale Luna, Naomi Sims, Ophelia DeVore, and Helen Williams; actresses Dorothy Dandridge, Diahann Carroll, Marpessa Dawn, Lena Horne, and Josephine Premice; and jazz pianist Hazel Scott, the first African American woman to have her own television show.  ""In choosing these thirteen phenomenal Black women, across continents, the consideration was to research a diverse and eclectic group of women with the odds set against them,"" Thomas says. ""In spaces that attempted to reject or impede their success, they persevered with confidence, elegance, beauty and talent.""  The compositions—which recall an earlier series Thomas made using collaged photos and found film footage from the film The Color Purple—were generated using digital processes from photos of the women she found online. Thomas stacked and distorted individual photos and overlaid them on pixelated grid, using a soft jewel tone color palette that takes cues from the traditional CMYK printing processes. The collages were then digitally printed at cinematic scale on a textile base and elaborated with embroidery, including Thomas's signature sparkle, by Chanakya artisans.  Thomas's use of the Chanakya ateliers to help finish her pieces is a testament to Chiuri's commitment to using craft to build bridges between global communities. Chiuri, who has long worked with with Chanakya artisans on ready-to-wear pieces, first enlisted their assistance for couture for Spring 2020, when she and Chicago commissioned 22 immense hand embroidered panels that lined a womb-like runway and posed questions like, ""What if women ruled the world?"" and ""Would there be equal parenting?"" For Fall 2021, Chanakya artisans created a nearly 400 yard tapestry featuring complex threads of interweaving trees designed by French installation artist Jospin. And for Spring 2022, the Chanakya artisans embroidered another set of 22 tapestries, this time transposing some of the Indian artist couple the Parekhs' paintings inspired by Hindu goddesses and regional folk-art forms onto cloth. Each one of these panels took an astounding 500 to 2,800 hours to create.  This project marks the third time that Chiuri and Thomas have worked together: on a mixed media Lady Dior Art bag in 2019, and on an interpretation of the New Look for the Resort 2020 collection, which was a Bar jacket featuring one of Thomas's collages in beading.  ""Fashion certainly has become a fusion of many different mediums—it's sculpture and textiles and movement all in one,"" Thomas says. ""The experience of creating for this show was a combination of the many art forms at Dior's couture atelier and my own collage work with the meticulous embroidery work of the Chanakya School of Craft and the photography of each of the portraits featured throughout the installation. The result was an immersive experience and union of creativity.""   This story has been updated. "
harper's bazar,dior,Paris Couture: Should Designers Roar or Whisper?,"Yesterday, I awoke to two text messages sharing the same image, of model Irina Shayk, wearing a black column dress with a lifesize lion head in mid-roar affixed to the bodice in the Schiaparelli Spring 2023 show that opened Paris Couture Week. One text read, ""LOVE!!! SLAY!!!"" The other? ""This is the most""—uh, well, it got somewhat unprintable from there, but let's just say, it wasn't pleasant.  The Schiaparelli animal head looks—Shalom Harlow as a snow leopard, Shayk as a lion, and Naomi Campbell in a wolf coat, inspired respectively by their symbolism as lust, pride, and avarice in Dante's Divine comedy—set off a firestorm online, which my colleague Tara Gonzalez wrote about here. When it became apparent that they were fake—made of resin, wool, silk, and foam—some corners of the internet got even more upset.   Rarely is fashion so divisive; usually everyone either loves a collection, or ignores it. To see something cause such a fracas—one Instagram commenter suggested the house should burn the entire collection in shame, and PETA actually issued a message in support of the looks—is testament to designer Daniel Roseberry's outrageous creativity.   I suppose they were a little silly. But I could also see the dresses as a gleefully grotesque commentary on our dubious assertion that faux fur is better than real. It's like the Impossible Burger of couture: is it better to eat a biologically ""ethical"" mockup of the real thing, or a beautifully prepared vegetable? Or you could see it as commentary on the way the ultra-wealthy hunt for fashion like sport. The pieces lend themselves to bizarre intellectual play, which is a worthy goal for dressmaking at the highest artistic level, don't you think?   Everyone pines for the outrageous clothes of McQueen, of Mugler, of Dior-era Galliano; and yet they often forget that those clothes, today, would be very controversial. (Or pointless. See: Coperni's spray-on dress.)   Schiap herself used exotic skins and furs in her collections; one of her most famous designs was a monkey fur coat, which she even produced as ready-to-wear. Roseberry's heads felt like a nod to that, with the added gloss of Schiap's Surrealist obsession (in the show notes, he wrote about his desire to trick us into thinking they might be real heads). But I don't think they're important merely because they're provocative, in a Jordan Wolfson kind of way. It's more that Roseberry uses fashion to elicit feelings and thoughts we don't typically associate with the medium. He reminds us that clothes can be funny, and disturbing, and frightening, and weird. In his show notes, Roseberry called the collection ""my homage to doubt."" Not everyone can pull off his clothes, or even wants to, and I love how comfortable he is with that. Lean into the niche! It's couture, and 2023, after all! If anything, his weird stuff is a refuge for decadents who feel put off by the mainstream of fashion but still feel that urge for something unusual, special, sumptuous. For all the ""who's gonna wear this???"" head-shaking that his clothes can elicit, they have a strong and dedicated clientele (his ready-to-wear salon at Bergdorf Goodman is always happily peopled), and celebrities are willing to sit under the hands of Pat McGrath for five hours to get crystals applied to their bodies (as Doja Cat did) in the name of Schiap.   Let's turn our attention to the rest of the collection, where Roseberry did some other great stuff. (In fact, I sort of wish Roseberry had just done the Shayk tiger look, which was the most interesting and Schiap-esque, like a bored second wife rolled herself up in the library's tiger head rug and wandered into her husband's bridge game.) This collection was more refined than season past—simplified and clarified. The opening look was an hourglass white jacket, almost a Bar shape though a bit more curvaceous and Victorian and therefore perverted, made of beads or paper or bundled silk, with a pair of black cropped trousers. Hedonistic, but clean. The other standout looks were Oscar-worthy, which is always a big part of this season of couture: a rounded velvet bodice with a skirt of satin pinched in the front, and a velvet jumpsuit with enormous shoulders and ombre sleeves, and a black column dressing with an enormous spray of hay-gold loopy passementerie down the front.   If Schiaparelli yells, Dior whispers. Maria Grazia Chiuri's Dior collection was inspired by Josephine Baker, but with a light hand. I'm intrigued by the way that designers, especially women, seem to be reinterpreting the 1920s, which is the first moment (and many historians would argue, the only period) when fashion was truly modern, invested in newness and technology and keeping pace with the progress and speed of the rest of culture. Emily Adams Bode Aujla explored a similar theme in her womenswear debut this past weekend, but Maria Grazia was even more restrained and less fantastical, concentrating on a beautiful and understated selection of pleating and quilting techniques on silk crepe skirts and separates. Even when she went ""J'ai Deux Amours,"" which is to saying making more obvious homages to Baker, the clothes looked elemental, almost like the technical skin or foundation beneath the 1920s' de rigeur slippery silk dress, as in a see-through chainmail-and-bead top and skirt, and a gold and silver-striped tank dress with fringey beads at the hem.   But really, this is a collection to zoooom in on, so you can appreciate the draped neck and the delicate pleating of a black bateau neck shell top and skirt, or the sparkling beadwork of a fringe top and crushed silk skirt. Of course, the most sublime thing about these clothes is that their technique and impact will never be truly obvious to anyone except the woman wearing them. To others, they might look subtle, and it could take a few minutes to appreciate the complex pleating technique of a shell white tennis dress. But talk to women who have worn Chiuri's clothes and they rave about the fit, the practicality, the durability. Her emphasis on practical daywear in this collection, mixed with gowns that have an artisanal, un-corporate glow, feel like a peek into the beautifully appointed home of a woman fabulous beyond our imagination. Privacy, individuality, secrecy, something made by hand to decorate your body…nothing could be more luxurious right now. It is the opposite, in some ways, of the Schiaparelli approach, which lassos us in with an outrageous zoo. But isn't it dandy that one day of couture week accommodates both kinds of women? "
harper's bazar,dior,This Subversive Dior Gown Is Fit for a Modern Renegade,"In the new series, What I Loved Yesterday, Harper's BAZAAR editors highlight one standout look from the previous day at Paris Fashion Week.   The first official runway of Paris Fashion Week's fall 2023 season mesmerized me even through the semi-sharp pixels of a runway livestream. Dior collaborated with Portuguese artist Joana Vasconcelos on an immersive set titled ""Valkyrie Miss Dior,"" an homage to Christian Dior's legendary sister Catherine Dior. It took the form of a bulbous, undulating sculpture made from textile scraps and glittering embellishments that ballooned from the venue's ceiling and over the runway like a glamorous, protective guardian creature. Flower motifs throughout nodded to Catherine's profession as a florist.   Staring at it, I thought, ""It's going to be hard to take my eyes off that."" Then the show started, and I ate my words.  More than 3,600 miles away, I lost my breath for a moment when a red-magenta Dior ball gown appeared amid a collection largely filled with full midi skirts, bar jackets, and button-down shirts in a black-and-white palette. The dress wasn't the saturated cherry of fall 2023's dominant color trend. Instead, it was covered in embellishments that glistened like a scraped knee that was only halfway healed. It had the same shape as the tea-length dresses synonymous with Maria Grazia Chiuri's Dior. The ribbon belt cinched in a bow at the waist added sweetness that didn't overshadow the dress's can't-look-away beading, which appeared almost sticky. I instantly realized this was a red-carpet gown, not just for anyone, but specifically for a modern renegade.    Make no mistake: This dress sparkled with the wattage of a best-dressed contender for awards season, and I'll admit to re-watching BAZAAR fashion director Nicole Fritton's video of it gliding by on the runway more than twice. I also thought that it may have been one of the more subversive dresses on the runway.   Dior's fall 2023 collection intended to present ""a new reading of the history of the 1950s,"" according to show notes. Catherine Dior, one of the collection's three inspirations, lived through one of history's darkest periods. She was a member of the French Resistance in WWII and a concentration camp survivor. When she was released at the end of the war, she was awarded several medals of honor for her service before turning to a quiet life cultivating flowers and, later, preserving her brother's design legacy through her role as president of the Christian Dior museum.   With this context, I wondered if the ball gown was yet another way Chiuri referenced the heroine at the heart of Dior, alongside all those florals in the decor and other looks. The dress's silhouette was a house classic, but it had an edge conveying decades of strength and power.   "
harper's bazar,versace,Cher and Boyfriend Alexander Edwards Make Their Red-Carpet Debut,"Cher and boyfriend Alexander Edwards are red-carpet official.  They were among a string of celebrities who sat front row at Versace's fall/winter 2023 show in West Hollywood yesterday.  For their big debut, Cher, 76, and Edwards, 36, coordinated in stylish rocker looks. The ""I Got You Babe"" singer wore a skintight blueish-purple jumpsuit with an elaborate design and clear crystals and silver studs on the corseted bodice. Over it, she layered a metallic blue cropped jacket, also embellished with crystals and studs. Her matching electric blue leather platform boots perfectly wrapped up the colorful ensemble.  Cher continued the monochrome with her glam, opting for a shimmery blue eye shadow, pink blush, a pink glossy lip, and a French manicure with tiny crystals. Her hair was styled in silky curls, and she accessorized with a massive diamond ring.    The music producer looked cool in a black shirt, matching dress pants, a black Versace jacket with pockets and gold buttons featuring the brand's logo, and chunky black shoes. He accessorized with black Versace sunglasses and diamond earrings—a large stud and a chunky hoop—to match the tiny diamonds encrusted on his teeth.  While posing for photos on the carpet, Cher was all smiles. Edwards even leaned in to give the pop goddess a kiss.  Cher and Edwards began dating late last year after meeting during Paris Fashion Week 2022—which took place from late September to early October, and during which Cher famously walked the runway and closed Balmain's spring/summer 2023 show.  The two went public with their romance soon after, with Cher gushing about Edwards on social media and defending their 40-year age gap by saying, ""Love doesn't know math."" "
harper's bazar,versace,"Iris Law Enters the ""Versacesphere"" With Her Dylan Purple Fragrance Campaign","First Bella Hadid fronted the Versace Dylan Blue fragrance campaign, then Hailey Bieber was tapped for Dylan Turquoise. Now it's Iris Law's turn. The daughter of Jude Law and Sadie Frost is the latest familiar face to be welcomed into the family of Versace fragrances with her campaign for Dylan Purple.  For Donatella Versace, the choice to cast Law was a natural one. ""She has an amazing spirit. She is gorgeous, smart, and a little bit wild—a true Versace girl,"" she says in a brand release. ""For me, she is the perfect face for our fragrance and brings it to life with great personal style, energy, and fun.""   The campaign video sees Law clad in a purple bikini sauntering along the beach, fragrance in hand. This is the epitome of a Versace girl summer.   ""The experience of shooting the Dylan Purple campaign was so amazing and a memory I will cherish forever,"" Law tells BAZAAR. ""We spent three days on set on the most beautiful beaches in Mexico with the most incredible creative team. I have so much respect for these teams that work so hard to get things perfect. Seeing the creative vision come to life is always magic to me.""  This campaign builds off the previous Versace Dylan Turquoise fragrance campaign starring Bieber in the aim of creating a sense of an immersive ""Versacesphere."" Although the various ads share a common thread, when it comes to comparing each Dylan fragrance campaign and its respective high-profile faces, Law insists that there really is no comparing the three.   ""We are three different women, each one with her personality expressing a different way of life and woman,"" she says.  ""I represent a generation, full of life and hope, Hailey represents the sophistication of women expressed by Versace Dylan Turquoise and Bella the elegance of women expressed by Versace Dylan Blue. Of course, Dylan Purple, Dylan Turquoise, and Dylan Blue (and so me, Hailey, and Bella) have something in common: We represent the escape towards faraway islands.""  So, what about the fragrance itself? The scent, created by perfumer Christophe Raynaud,  is fresh, delicate, vibrant, and seductive. ""I created this scent as an invitation to travel,"" he says. Dylan Purple first opens with a fruity blend of sparkling bergamot, orange, and pear before transitioning into a floral heart with the heady scent of freesia and drying down to an elegant and creamy musk and cedar wood. It's the perfect scent to pack for an upcoming vacation—or to pick up at the airport on your way back. "
harper's bazar,versace,Dua Lipa Designed a Versace Collection Alongside Donatella,"Dua Lipa has long been a Versace muse. She opened and closed the spring 2022 show in Milan, was the face of the winter 2021 campaign, and is often photographed at Donatella Versace's side, in glassy iridescent Versace dresses and square-toed platform pumps. Now, the two of them have taken their partnership one step further by co-designing a see-now, buy-now Versace collection, ""La Vacanza,"" which debuted in Cannes today.   In case the South of France location didn't tip you off, la vacanza is Italian for the vacation. Lipa and Donatella embraced the feeling of a five-star vacation with a fashion show held at a scenic waterfront estate. Models walked down a runway in the center of a long pool in a series of getaway-appropriate outfits, from terrycloth cover-up dresses and bucket hats for a beach day to sexy, one-shoulder metallic sheath dresses for dancing the night away.   The collection's debut also came with a campaign starring Dua Lipa, shared on Versace's Instagram account. The imagery features the ""Don't Start Now"" singer in a low-cut polka-dot dress with butterfly flourishes and a colorful choker necklace.  ""We wanted to make the holiday wardrobe and something that I'll wear all summer, but also something other people will love and enjoy,"" Lipa said in a press conference held prior to the runway show.   This collection marks the Grammy-winning singer's first foray into design. She revealed that the collection began with sketches she drew for Donatella last fall. ""We had such a common language, we could just bounce ideas off each other,"" she said of working with the legendary designer.    From there, the pair combined Lipa's ideas with reinterpretations of archival Versace prints and silhouettes (in some cases, two archival prints layered over one another). The result is a collection that Donatella told journalists is all about ""freedom, fun, and confidence""—conveyed through details like crystal butterfly motifs atop strappy sandals and a bright, saturated palette. Many of the pieces channeled the spirit of Lipa's onstage and red-carpet wardrobes as well, with flashes of metallics, sequins, and harness details.  Earlier this spring, Donatella and Lipa announced the collection on Instagram with a black-and-white photo. Donatella is in her signature oversize aviator sunglasses, and Lipa's back is toward the camera, exposing the thong-shaped cutout of her backless gown, held together with a large gold Versace embellishment. The caption reads, ""We are excited to announce the Versace ‘La Vacanza' women's collection, which we have co-designed. We will be showing the collection on Tuesday 23rd May in Cannes, France. We cannot wait to show you what we have created!​""      In a statement following the announcement, Donatella said, ""I have always been inspired by a collaborative design process. Working with Dua on this collection has been very exciting and I love the dynamic between us. Dua is strong, fearless, and free and her creative vision is exceptional.""  In the same statement, Lipa spoke of their long-standing friendship and working relationship. ""I am absolutely thrilled to have co-designed the women's ‘La Vacanza"" collection for Versace with Donatella,"" she said. ""She and I have formed such a strong bond over the years, and I'm so grateful for the support I've received from her and the whole team since the very beginning of my career. For her to give me the honor of co-designing this collection and letting all my summer inspirations go wild has been a dream.""  The collection is already available to shop in-store and online on Versace.com. It's the second time Versace has ever created a see-now, buy-now collection—all crafted with the seductive spirit that's a signature of Versace.  This post was updated on May 23, 2023, with information about the collection and runway show. "
harper's bazar,versace,Dua Lipa Poses in a Blue Chrome Skirt Set from Her Versace Collection,"Dua Lipa is showing off her luxe summer wardrobe.  On Thursday, the ""Don't Start Now"" singer shared a new set of pics where she models one of the stylish looks from her Versace collection, named ""La Vacanza."" The star highlighted a blue metallic two-piece set, comprised of a cropped collared jacket with stitched detailing and a matching mid-rise mini skirt. She styled the chrome ensemble with a selection of gold Versace jewelry, including disc pendant earrings with added multicolored gems, matching bracelets, and a chain belt adorned with dazzling butterflies.  ""I'll be living in this blue chrome two piece until further notice,"" Lipa captioned the pics.  The chic skirt set also made an appearance in the pop star's music video for the Barbie film's lead single, ""Dance the Night."" Following the video's premiere last week, Lipa has shared several behind-the-scenes pics from the video shoot. In one post, the star documented her glitzy outfits from the set of the music video, including the metallic chrome set and a second sparkling look. The standout ensemble featured a bedazzled baby-pink halter top, a blue sequined miniskirt embroidered with glittering butterflies, and heeled cowboy boots in metallic pink.  Ahead of presenting ""La Vacanza"" during a special runway show in Cannes, the ""Levitating"" singer and Donatella Versace opened up about designing the collection, saying at a press conference, ""We wanted to make the holiday wardrobe and something that I'll wear all summer, but also something other people will love and enjoy."" "
